Id,Label,Synset,Weight
odalisco,odalisco,misc_adjective,1
guardingo,guardingo,misc_adjective,1
austero,austero,misc_adjective,1
innocente,innocente,misc_adjective,1
ombroso,ombroso,misc_adjective,1
sobrio,sobrio,misc_adjective,1
saporito,saporito,misc_adjective,1
bollito,bollito,misc_adjective,1
ingiusta,ingiusta,misc_adjective,2
deformato,deformato,misc_adjective,1
intrinseco,intrinseco,misc_adjective,1
latente,latente,misc_adjective,1
crescente,crescente,misc_adjective,1
immenso,immenso,misc_adjective,1
indistricabile,indistricabile,misc_adjective,1
impronta,impronta,shape,1
inverno,inverno,time,1
intercambiabile,intercambiabile,misc_adjective,1
guardia,guardia,time,1
stella,stella,misc_adjective,1
edicola,edicola,building,2
pitagorico,pitagorico,misc_adjective,1
bordello,bordello,building,1
banco,banco,location,1
ricamare,ricamare,misc_adjective,1
voluttà,voluttà,misc_adjective,1
scritto,scritto,misc_adjective,1
nascondo,nascondo,misc_adjective,1
memorabile,memorabile,misc_adjective,1
musicale,musicale,misc_adjective,1
turco,turco,misc_adjective,1
caffè,caffè,building,1
casella,casella,shape,1
vegetale,vegetale,misc_adjective,1
nesso,nesso,shape,1
istantaneo,istantaneo,misc_adjective,1
ricordato,ricordato,misc_adjective,1
scomparve,scomparve,misc_adjective,1
grattacielo,grattacielo,building,3
gonfiare,gonfiare,misc_adjective,1
slegato,slegato,misc_adjective,1
osteria,osteria,building,1
pianterreno,pianterreno,building,1
gobba,gobba,shape,1
luccicante,luccicante,misc_adjective,1
chiazzato,chiazzato,misc_adjective,1
oasi,oasi,location,1
dolce,dolce,misc_adjective,1
seghettare,seghettare,misc_adjective,1
spesso,spesso,misc_adjective,1
distinti,distinti,misc_adjective,1
negre,negre,misc_adjective,1
puma,puma,misc_adjective,1
ridondante,ridondante,misc_adjective,2
dirigibile,dirigibile,misc_adjective,1
